,Palabras,Who_palabras,Who,Why_palabras,Why,Where_palabras,Where,When_palabras,When,What_palabras,What,How_palabras,How,Whom_palabras,Whom
949,citizens,whom,0.4678744375705719,specific,0.5065678358078003,various,0.497294157743454,subsequently,0.44100236892700195,specific,0.5476155877113342,whom,0.4678744375705719,who,0.41885310411453247
950,city,triple,0.48977339267730713,triple,0.5435978770256042,triple,0.4807364344596863,triple,0.5303466320037842,triple,0.6134129166603088,triple,0.48977339267730713,triple,0.4525902271270752
951,civil,whom,0.4476267993450165,shorter,0.44608306884765625,elsewhere,0.4505494236946106,until,0.4804733395576477,shorter,0.453470379114151,whom,0.4476267993450165,who,0.46257075667381287
952,claim,following,0.48887741565704346,following,0.557586133480072,following,0.5508039593696594,following,0.5983738899230957,following,0.5208937525749207,following,0.48887741565704346,following,0.452900767326355
953,claimed,whom,0.48345497250556946,causes,0.5370950102806091,causing,0.48388686776161194,causing,0.5278936624526978,causes,0.5074898600578308,whom,0.48345497250556946,who,0.436478853225708
954,claims,Assn,0.5232894420623779,Assocation,0.5642547607421875,Assn,0.49379366636276245,Assn,0.5332205295562744,Assocation,0.5950073003768921,Assn,0.5232894420623779,Assocation,0.48784351348876953
955,class,signing,0.4907788634300232,signing,0.5271720886230469,inked,0.43307074904441833,signing,0.5191935896873474,signing,0.5433951616287231,signing,0.4907788634300232,Signed,0.48346415162086487
956,classes,committe,0.5157922506332397,committe,0.5889811515808105,committees,0.5306636095046997,commission,0.48523667454719543,committe,0.5850020051002502,committe,0.5157922506332397,committees,0.5118367671966553
957,clean,hours,0.47873467206954956,hours,0.5399829149246216,hours,0.5015736222267151,hours,0.5264061689376831,hours,0.5871076583862305,hours,0.47873467206954956,hours,0.4768729507923126
958,clear,whom,0.45527827739715576,colleges,0.4820763170719147,baccalaureate_nursing,0.44029998779296875,baccalaureate_nursing,0.44370973110198975,col_lege,0.49573445320129395,whom,0.45527827739715576,who,0.4715726971626282
959,clearly,Pakistani,0.5596928596496582,Pakistani,0.5755997896194458,Pakistani,0.52933669090271,Pakistani,0.5384182929992676,Pakistani,0.6146038770675659,Pakistani,0.5596928596496582,Pakistani,0.5586229562759399
960,client,whom,0.41572391986846924,user,0.4737706780433655,user,0.4728630781173706,user,0.45069700479507446,user,0.523535966873169,whom,0.41572391986846924,Dean_Pekeski_P._Geo,0.40336912870407104
961,clients,Iranian,0.5277076363563538,Tehran,0.5794216990470886,Tehran,0.5447980761528015,Islamic_republic,0.547566831111908,Tehran,0.6221346855163574,Iranian,0.5277076363563538,Iranian,0.5126049518585205
962,close,whom,0.42030179500579834,signs,0.5052627921104431,signs,0.4567931890487671,signs,0.4202151298522949,signs,0.5307143926620483,whom,0.42030179500579834,who,0.4459916353225708
963,closed,residing,0.48174911737442017,residing,0.43341064453125,residing,0.5056185126304626,lived,0.3997814655303955,live,0.4563599228858948,residing,0.48174911737442017,residing,0.4971482455730438
964,closely,failing,0.55256187915802,failing,0.5756032466888428,failing,0.530518114566803,failing,0.5639451742172241,failing,0.5925836563110352,failing,0.55256187915802,failing,0.5158921480178833
965,closer,reaching,0.46212393045425415,reaching,0.4584679901599884,reaching,0.4820520281791687,reaching,0.48069390654563904,reaching,0.5564301013946533,reaching,0.46212393045425415,reaching,0.4624304175376892
966,closing,swiftly,0.5551836490631104,swiftly,0.5925506353378296,swiftly,0.5789135694503784,swiftly,0.6186673641204834,swiftly,0.6010833978652954,swiftly,0.5551836490631104,swiftly,0.515052080154419
967,club,receiving,0.5145364999771118,recieve,0.5301384925842285,receiving,0.4730427861213684,receiving,0.5078819990158081,receiving,0.5187163949012756,receiving,0.5145364999771118,receiving,0.5079571008682251
968,clubs,debts,0.49462631344795227,debts,0.5651340484619141,debts,0.4976034164428711,debts,0.5130143165588379,debts,0.5720489025115967,debts,0.49462631344795227,debts,0.4951689839363098
969,co,whom,0.38019052147865295,sell,0.5003697872161865,sold,0.43594688177108765,purchase,0.405343234539032,sell,0.4898136854171753,whom,0.38019052147865295,sold,0.39414501190185547
970,coach,board,0.4472372829914093,board,0.4741209149360657,board,0.4056459665298462,board,0.45346739888191223,board,0.5150061249732971,board,0.4472372829914093,Boardof_Directors,0.43732938170433044
971,coaches,whom,0.5013166666030884,Ameri_cans,0.5176776647567749,in,0.41404563188552856,Canadians,0.41230741143226624,Ameri_cans,0.5301080346107483,whom,0.5013166666030884,countrymen,0.4647239148616791
972,coaching,Road.The,0.4817410707473755,Rd,0.5746700167655945,Rd,0.5688093900680542,Rd,0.5554553270339966,Rd,0.5961034297943115,Road.The,0.4817410707473755,Rd,0.47182464599609375
973,coalition,Smith,0.48219138383865356,Smith,0.49894827604293823,Smith,0.46160656213760376,Smith,0.484885036945343,Smith,0.5287398099899292,Smith,0.48219138383865356,Smith,0.458001971244812
974,coast,insurance_premiums,0.48547691106796265,insurance_premiums,0.5509902238845825,premiums,0.4749853014945984,insurance_premiums,0.48138514161109924,premiums,0.5858114361763,insurance_premiums,0.48547691106796265,insurers,0.47081461548805237
975,code,#:##,0.497083842754364,#:##,0.5991329550743103,#:##,0.558434247970581,#:##,0.6142487525939941,#:##,0.6513189077377319,#:##,0.497083842754364,#:##,0.48406755924224854
976,cold,whom,0.49397414922714233,anybody,0.5179141759872437,Anyone,0.47827208042144775,someone,0.4787769913673401,anybody,0.5925678014755249,whom,0.49397414922714233,who,0.5559681057929993
977,colleagues,tourney,0.5104755163192749,tourney,0.5955429077148438,tourney,0.5271649956703186,tourney,0.5721160173416138,tourney,0.6053263545036316,tourney,0.5104755163192749,tourney,0.48197031021118164
978,collection,Nearly,0.5313311219215393,About,0.5205050706863403,About,0.5229097008705139,Nearly,0.5128964185714722,more,0.5470825433731079,Nearly,0.5313311219215393,Nearly,0.5557467937469482
979,college,natural_gas,0.5190302133560181,natural_gas,0.5624837279319763,natural_gas,0.5268234014511108,natural_gas,0.5417799949645996,natural_gas,0.6227923631668091,natural_gas,0.5190302133560181,natural_gas,0.5001918077468872
980,color,negotiations,0.49825412034988403,negotiations,0.5560238361358643,negotiations,0.49902260303497314,negotiations,0.5042857527732849,negotiations,0.6183229684829712,negotiations,0.49825412034988403,negotiations,0.48437029123306274
981,combination,whom,0.4476206600666046,serous,0.5591704845428467,serous,0.4929848909378052,severe,0.4690781235694885,serous,0.5626096725463867,whom,0.4476206600666046,severe,0.42774498462677
982,combined,requiring,0.4697854220867157,requiring,0.48892831802368164,permitted,0.44984784722328186,requiring,0.4795861840248108,necessary,0.4898795485496521,requiring,0.4697854220867157,requiring,0.43858230113983154
983,come,buy,0.47820132970809937,buy,0.6158806085586548,buy,0.5262500643730164,buy,0.5323110818862915,buy,0.6106654405593872,buy,0.47820132970809937,buy,0.4588248133659363
984,comes,Construction,0.44720178842544556,constuction,0.49671193957328796,construciton,0.49999529123306274,Construction,0.4736667573451996,Construction,0.5525500774383545,Construction,0.44720178842544556,Construction,0.4569244980812073
985,comfortable,circumstantial_evidence,0.45603200793266296,conclusive_evidence,0.5306016802787781,Evidence,0.4894462823867798,Evidence,0.4346902668476105,evi_dence,0.5309238433837891,circumstantial_evidence,0.45603200793266296,circumstantial_evidence,0.48282915353775024
986,coming,whom,0.45276808738708496,remain,0.5237636566162109,remain,0.4779883027076721,remained,0.48664170503616333,remain,0.5226356983184814,whom,0.45276808738708496,remained,0.4703470468521118
987,comment,white,0.532578706741333,white,0.5978075861930847,white,0.5422446131706238,white,0.5522615909576416,white,0.6189296841621399,white,0.532578706741333,white,0.5416878461837769
988,comments,above,0.548860490322113,above,0.6015948057174683,above,0.6239866018295288,above,0.5734906196594238,above,0.6312222480773926,above,0.548860490322113,above,0.5483957529067993
989,commercial,improving,0.46883147954940796,enhance,0.49800539016723633,toimprove,0.4908343553543091,improved,0.464415967464447,improving,0.5622648000717163,improving,0.46883147954940796,improving,0.43845266103744507
990,commission,crises,0.42967158555984497,turmoil,0.49630993604660034,crises,0.4516089856624603,crises,0.45685380697250366,crises,0.5413646101951599,crises,0.42967158555984497,crises,0.42630165815353394
991,commitment,addresses,0.43224194645881653,addresses,0.49735724925994873,addresses,0.5070420503616333,addresses,0.44090962409973145,addresses,0.5061391592025757,addresses,0.43224194645881653,addresses,0.460990309715271
992,committed,queries,0.46466076374053955,ques_tions,0.5433112382888794,Questions,0.49610796570777893,queries,0.46747416257858276,Questions,0.5401976704597473,queries,0.46466076374053955,queries,0.4773329496383667
993,committee,whom,0.4264148473739624,simple,0.45094239711761475,easily,0.36220699548721313,quickly,0.4346778988838196,simple,0.4684309959411621,whom,0.4264148473739624,who,0.44398561120033264
994,common,whom,0.3886409401893616,commence,0.4830974340438843,commence,0.47200819849967957,before,0.5173124074935913,commence,0.4954403042793274,whom,0.3886409401893616,commence,0.4600379168987274
995,communication,views,0.4602402150630951,views,0.5034708976745605,views,0.45217353105545044,subsequently,0.40737491846084595,views,0.5635601878166199,views,0.4602402150630951,views,0.4650728404521942
996,communications,Preparatory_School,0.48985764384269714,Preparatory_School,0.47031354904174805,Preparatory_School,0.5029011964797974,Preparatory_School,0.49441710114479065,High_School,0.4768370985984802,Preparatory_School,0.48985764384269714,Preparatory_School,0.4740488529205322
997,communities,whom,0.46491575241088867,hear,0.5161786079406738,hear,0.43601059913635254,before,0.46045225858688354,hear,0.6023238897323608,whom,0.46491575241088867,listened,0.4469110369682312
998,community,director,0.41025346517562866,chief_executive,0.47540077567100525,chief_executive,0.40915611386299133,chief_executive,0.4313957989215851,chief_executive,0.47153612971305847,director,0.41025346517562866,vice_presidents,0.4366961419582367
999,companies,raising,0.4646194577217102,raise,0.511619508266449,raising,0.4883783459663391,raising,0.5155103206634521,raising,0.5571547746658325,raising,0.4646194577217102,raising,0.4552024006843567
1000,company,John,0.5489884614944458,John,0.5427947640419006,John,0.46344247460365295,John,0.481683611869812,John,0.5702918767929077,John,0.5489884614944458,John,0.5090457201004028
1001,compared,shop,0.43927568197250366,stores,0.5277010202407837,warehouse,0.5160055756568909,stores,0.4806414246559143,stores,0.55158931016922,shop,0.43927568197250366,stores,0.44084134697914124
1002,compensation,whom,0.43030381202697754,receives,0.4687812626361847,receives,0.42995721101760864,then,0.4492948055267334,receives,0.48258939385414124,whom,0.43030381202697754,receives,0.4693155288696289
1003,compete,filing,0.435602605342865,filing,0.5059492588043213,refiled,0.42611637711524963,filing,0.48857051134109497,filing,0.5516675710678101,filing,0.435602605342865,filing,0.43459323048591614
1004,competition,massive,0.5000498294830322,massive,0.5778549313545227,large,0.5427630543708801,massive,0.5504804849624634,massive,0.6382064819335938,massive,0.5000498294830322,sizeable,0.5128021240234375
1005,competitive,whom,0.41821539402008057,moved,0.4669671058654785,moved,0.4984208047389984,moved,0.44070810079574585,move,0.4480385184288025,whom,0.41821539402008057,moved,0.3968040943145752
1006,complaint,whom,0.45346495509147644,appears,0.5547808408737183,appears,0.5121894478797913,suddenly,0.5111337900161743,appears,0.5716412663459778,whom,0.45346495509147644,appears,0.4256921410560608
1007,complaints,whom,0.5628867745399475,meet,0.4861330986022949,visited,0.47579753398895264,meet,0.45315027236938477,meet,0.527491569519043,whom,0.5628867745399475,befriended,0.46132367849349976
1008,complete,l###s,0.4868377447128296,seventies,0.526496410369873,l###s,0.5381965041160583,in####,0.5449168682098389,'##s,0.5827829837799072,l###s,0.4868377447128296,l###s,0.4958072006702423
1009,completed,hundreds,0.6433241367340088,hundreds,0.678931713104248,hundreds,0.6483558416366577,hundreds,0.6004745960235596,hundreds,0.7168083190917969,hundreds,0.6433241367340088,hundreds,0.6031466126441956
1010,completely,chief_executive,0.5404844284057617,COO,0.629149854183197,COO,0.5658328533172607,COO,0.5671969652175903,COO,0.6384075880050659,chief_executive,0.5404844284057617,COO,0.5447955131530762
1011,complex,whom,0.42766517400741577,Powerful_CMS,0.44680255651474,Polycom_video_conferencing,0.4182049632072449,KEMA_www.kema.com,0.39128798246383667,solutionsthat,0.5041815638542175,whom,0.42766517400741577,solutionsthat,0.401994526386261
1012,comprehensive,scores,0.5109201669692993,scoring,0.5175710916519165,scoring,0.4803846478462219,scoring,0.5217229723930359,scores,0.5323989987373352,scores,0.5109201669692993,scores,0.4653282165527344
1013,computer,whom,0.4148959815502167,Classical.com,0.4232269823551178,networks_CDNs,0.42639899253845215,*_Trialists,0.4017356038093567,Content,0.4809506833553314,whom,0.4148959815502167,networks_CDNs,0.39575690031051636
1014,concern,treatement,0.46987423300743103,treatement,0.5110717415809631,treatement,0.4631504416465759,colorectal_cancer_liver_metastases,0.4477539658546448,treatement,0.5030481815338135,treatement,0.46987423300743103,treatement,0.4610292315483093
1015,concerned,whom,0.44097667932510376,offer,0.5280461311340332,offer,0.44529932737350464,offer,0.4643200933933258,offer,0.5349261164665222,whom,0.44097667932510376,offer,0.43017062544822693
1016,concerns,whom,0.4211607873439789,constructed,0.5305971503257751,constructed,0.5045121908187866,rebuilt,0.42327386140823364,constructed,0.5586822032928467,whom,0.4211607873439789,constructed,0.4303987920284271
1017,concert,whom,0.4347400963306427,strikeouts,0.42907533049583435,in,0.3905768394470215,⅓_innings,0.4004235863685608,strikeouts,0.46612367033958435,whom,0.4347400963306427,who,0.3991236090660095
1018,condition,whom,0.4213816523551941,presented,0.45209041237831116,presented,0.3906518816947937,presenting,0.392654150724411,presented,0.47024762630462646,whom,0.4213816523551941,presented,0.3732834458351135
1019,conditions,Milwaukee,0.43906980752944946,Milwaukee,0.47380757331848145,inChicago,0.5208009481430054,Windy_City,0.4546615481376648,Windy_City,0.514255166053772,Milwaukee,0.43906980752944946,Windy_City,0.4405151903629303
1020,conduct,terrorist_attacks,0.47980108857154846,attack,0.4956296384334564,attack,0.47483038902282715,attack,0.5226887464523315,attack,0.5563685894012451,terrorist_attacks,0.47980108857154846,terrorist_attacks,0.4536532759666443
1021,conducted,whom,0.5816247463226318,though,0.57941073179245,but,0.5336356163024902,though,0.5705667734146118,but,0.5980057716369629,whom,0.5816247463226318,Although,0.5190747976303101
1022,conference,Carmeta_Albarus_Lindo,0.44372808933258057,sociocultural,0.40701326727867126,Carmeta_Albarus_Lindo,0.3807738423347473,fetid_stench_overwhelms,0.39349859952926636,Social,0.4122762680053711,Carmeta_Albarus_Lindo,0.44372808933258057,propertyless,0.4030487835407257
1023,confidence,morning,0.48395809531211853,morning,0.6152588725090027,morning,0.5818099975585938,morning,0.6266155242919922,morning,0.6374413967132568,morning,0.48395809531211853,morning,0.4824312627315521
1024,confident,vehicles,0.5039722919464111,vehicles,0.5504969358444214,vehicles,0.5062782168388367,vehicles,0.5221881866455078,vehicles,0.5690445303916931,vehicles,0.5039722919464111,vehicles,0.5075365900993347
1025,confirmed,whom,0.43938344717025757,reread,0.5311124324798584,reading,0.4328800439834595,reading,0.46763890981674194,reread,0.5387294292449951,whom,0.43938344717025757,who,0.41799044609069824
1026,conflict,whom,0.5318169593811035,instance,0.5643499493598938,instance,0.5038076043128967,instance,0.5022701621055603,instance,0.573613166809082,whom,0.5318169593811035,instance,0.48439669609069824
1027,connected,rising,0.47211897373199463,rising,0.5498644113540649,rising,0.48442625999450684,rising,0.49467092752456665,rising,0.5573636293411255,rising,0.47211897373199463,rising,0.4669889807701111
1028,connection,whom,0.4170376658439636,WHY,0.4045899212360382,in,0.42153558135032654,then,0.4207240641117096,Italics_added,0.42918235063552856,whom,0.4170376658439636,who,0.44325676560401917
1029,consecutive,minutes,0.46712327003479004,minutes,0.515636682510376,minutes,0.4806067645549774,minutes,0.5571221113204956,minutes,0.55278480052948,minutes,0.46712327003479004,minutes,0.4525909721851349
1030,conservative,bank,0.4819308817386627,bank,0.49856919050216675,bank,0.4848008155822754,bank,0.488377183675766,bank,0.5307810306549072,bank,0.4819308817386627,bank,0.4389645457267761
1031,consider,coun_cil,0.4670049548149109,councilors,0.563068687915802,Council,0.4886128008365631,councilors,0.49713635444641113,councilors,0.5536337494850159,coun_cil,0.4670049548149109,councilors,0.4757916331291199
1032,considered,soldiers,0.4956139922142029,soldiers,0.5230872631072998,soldiers,0.5054161548614502,soldiers,0.5123797655105591,soldiers,0.5610083937644958,soldiers,0.4956139922142029,soldiers,0.48723334074020386
1033,considering,rate,0.4978024959564209,rate,0.5713618993759155,rate,0.5157029628753662,rate,0.5341974496841431,rate,0.5992960929870605,rate,0.4978024959564209,rate,0.45906949043273926
1034,consistent,whom,0.442121297121048,tougher,0.4980631470680237,tougher,0.4613991379737854,tougher,0.4756166636943817,tougher,0.5757320523262024,whom,0.442121297121048,who,0.48733869194984436
1035,construction,Taiwanese,0.5138373374938965,Taiwanese,0.5358740091323853,China,0.49190160632133484,Taiwanese,0.4871445298194885,China,0.5422177910804749,Taiwanese,0.5138373374938965,Taiwanese,0.5011253356933594
1036,consumer,Though,0.59522944688797,However,0.605230987071991,Though,0.5732203125953674,When,0.6494978070259094,But,0.6417223811149597,Though,0.59522944688797,Though,0.6141642332077026
1037,consumers,whom,0.4444805979728699,work,0.3999357521533966,resides,0.39189377427101135,later,0.34913185238838196,work,0.48296844959259033,whom,0.4444805979728699,who,0.4115667939186096
1038,contact,sixth,0.6215061545372009,sixth,0.6842796206474304,sixth,0.6391874551773071,sixth,0.6698309183120728,sixth,0.6955924034118652,sixth,0.6215061545372009,sixth,0.5522637367248535
1039,contained,whom,0.5523505806922913,wanted,0.4975857138633728,had,0.4422338902950287,had,0.5359272956848145,know,0.5323736667633057,whom,0.5523505806922913,who,0.5117031931877136
1040,content,whom,0.48799777030944824,had,0.42311882972717285,in,0.4677087664604187,had,0.4922505021095276,feel,0.5016134977340698,whom,0.48799777030944824,who,0.4646438956260681
1041,contest,Avenue,0.5218372344970703,Avenue,0.579035222530365,Avenue,0.5924983024597168,Avenue,0.5702829957008362,Avenue,0.6171553134918213,Avenue,0.5218372344970703,Avenue,0.49136680364608765
1042,continue,Web_site,0.5553789138793945,Web_site,0.6188351511955261,Web_site,0.5675946474075317,Web_site,0.561307430267334,Web_site,0.6815003752708435,Web_site,0.5553789138793945,Web_site,0.523201584815979
1043,continued,funds,0.48931884765625,funds,0.5919644832611084,funds,0.542076587677002,funds,0.5184122920036316,funds,0.6063920855522156,funds,0.48931884765625,funds,0.49345701932907104
1044,continues,issuing,0.4489526152610779,issuing,0.5439070463180542,issuing,0.45465224981307983,issuing,0.51722252368927,issuing,0.5436607003211975,issuing,0.4489526152610779,issuing,0.43790704011917114
1045,continuing,promptly,0.4831775426864624,promptly,0.4920772314071655,subsequently,0.49456509947776794,promptly,0.5842878818511963,immedately,0.46686726808547974,promptly,0.4831775426864624,subsequently,0.48594534397125244
1046,contract,opening,0.4398694336414337,closed,0.5060358643531799,opening,0.48797282576560974,opening,0.5204479694366455,opening,0.5035134553909302,opening,0.4398694336414337,opening,0.40584778785705566
1047,contracts,whom,0.43787530064582825,go,0.4582982063293457,reaches,0.4318523406982422,gets,0.475980281829834,go,0.5001646280288696,whom,0.43787530064582825,who,0.37518829107284546
1048,contributed,whom,0.41639068722724915,proposing,0.5069552659988403,Proposed,0.4058303236961365,proposal,0.4229680299758911,proposal,0.5071240067481995,whom,0.41639068722724915,proposal,0.40667724609375
1049,control,whom,0.5014317631721497,glad,0.5107537508010864,glad,0.4236367642879486,anxious,0.464916467666626,satisfied,0.5170317888259888,whom,0.5014317631721497,unhappy,0.494806706905365
1050,controlled,whom,0.5441974401473999,fellas,0.45775243639945984,outside,0.4345632493495941,then,0.49364161491394043,chase_broads,0.5054519176483154,whom,0.5441974401473999,who,0.5525568127632141
1051,convicted,responses,0.4483160376548767,reponse,0.5879253149032593,reponse,0.4613196849822998,reponse,0.48119035363197327,responses,0.5657020807266235,responses,0.4483160376548767,responses,0.45807945728302
1052,cool,number,0.45954668521881104,number,0.49381089210510254,number,0.4594528377056122,number,0.44253671169281006,Numbers,0.48833054304122925,number,0.45954668521881104,who,0.43360334634780884
1053,cooperation,whom,0.4403880834579468,benfits,0.44437044858932495,elsewhere,0.39392539858818054,subsequently,0.3797001540660858,beneifts,0.4860538840293884,whom,0.4403880834579468,bene_fits,0.4121553599834442
1054,core,whom,0.48900043964385986,transpired,0.5638362169265747,in,0.48355573415756226,happed,0.4821409583091736,transpired,0.6636313199996948,whom,0.48900043964385986,who,0.4718606173992157
1055,corner,##.#,0.5330381393432617,##.#,0.5666158199310303,##.#,0.5425452589988708,##.#,0.5480291843414307,##.#,0.6110039949417114,##.#,0.5330381393432617,##.#,0.5045350790023804
1056,corporate,whom,0.36808091402053833,lights,0.3778086304664612,in,0.4053002595901489,after,0.3839184641838074,lights,0.3823930025100708,whom,0.36808091402053833,who,0.3666425943374634
1057,corruption,postive,0.4937262535095215,postive,0.587741494178772,postive,0.5111037492752075,postive,0.5225074887275696,postive,0.6315577626228333,postive,0.4937262535095215,negative,0.47375601530075073
1058,cost,Chairman,0.5041542053222656,Chairman,0.6068285703659058,Chairman,0.5173717141151428,Chairman,0.5097818374633789,Chairman,0.6390700340270996,Chairman,0.5041542053222656,Chairman,0.5194918513298035
1059,costs,claiming,0.5218616127967834,claim,0.5307035446166992,claim,0.4682438373565674,claiming,0.5078043937683105,claim,0.5445309281349182,claiming,0.5218616127967834,claiming,0.475163996219635
1060,could,Those,0.4606410264968872,Folks,0.4294276833534241,Residents,0.44450774788856506,When,0.47177383303642273,Folks,0.4510214924812317,Those,0.4606410264968872,who,0.4626956880092621
1061,council,whom,0.43373656272888184,specifics,0.5780518054962158,Details,0.5066840052604675,specifics,0.45595836639404297,specifics,0.6530786752700806,whom,0.43373656272888184,specifics,0.429573118686676
1062,count,Jones,0.49161750078201294,Wiliams,0.5200860500335693,Wiliams,0.4668926000595093,Jones,0.5023353099822998,Wiliams,0.5547193288803101,Jones,0.49161750078201294,Jones,0.4570951461791992
1063,counties,West,0.4951050281524658,West,0.5394965410232544,West,0.5453078150749207,South,0.4834809899330139,West,0.5849399566650391,West,0.4951050281524658,West,0.4721934497356415
1064,countries,allegedly,0.5556901693344116,accusing,0.5508478879928589,allegedly,0.5217164754867554,allegedly,0.5842882394790649,alleged,0.5481586456298828,allegedly,0.5556901693344116,allegedly,0.562996506690979
1065,country,whom,0.39030057191848755,equipments,0.5180584192276001,equipments,0.44872429966926575,equipments,0.40949931740760803,equipments,0.483161598443985,whom,0.39030057191848755,equipments,0.4168848395347595
1066,counts,dropping,0.4740484356880188,dropping,0.5660508871078491,dropping,0.49227312207221985,dropping,0.5302547216415405,dropping,0.5715275406837463,dropping,0.4740484356880188,dropping,0.4526650905609131
1067,county,millions,0.4416646361351013,billions,0.4687821567058563,Dollars,0.41134876012802124,dolalrs,0.44336143136024475,millions,0.4840792119503021,millions,0.4416646361351013,Holy_Land_funneled,0.41782116889953613
1068,couple,numerous,0.5135235786437988,numerous,0.5340793132781982,Various,0.5176979899406433,numerous,0.4786251485347748,varying,0.5531042814254761,numerous,0.5135235786437988,Various,0.492612361907959
1069,course,whom,0.4312809407711029,valued,0.3874566853046417,valued,0.4041099548339844,after,0.4441472887992859,valued,0.4475529193878174,whom,0.4312809407711029,valued,0.43540847301483154
1070,court,court,0.4890625476837158,magistrate,0.5210013389587402,court,0.4985504746437073,court,0.5251098275184631,court,0.548599362373352,court,0.4890625476837158,who,0.43758833408355713
1071,cover,regarded,0.46304747462272644,regarded,0.48026716709136963,deemed,0.45227599143981934,deemed,0.4486754238605499,regarded,0.5055232048034668,regarded,0.46304747462272644,regarded,0.49412208795547485
1072,coverage,Thayne_Culbertson_disabled,0.40887251496315,commerical,0.5036594867706299,Commercial,0.42420902848243713,commerical,0.4131031930446625,commerical,0.48631608486175537,Thayne_Culbertson_disabled,0.40887251496315,Commercial,0.36358028650283813
1073,covered,acitivities,0.4490429162979126,activites,0.5336081385612488,acitivities,0.4922347068786621,acitivities,0.4376377761363983,activites,0.5303242206573486,acitivities,0.4490429162979126,acitivities,0.4368508458137512
1074,crash,funds,0.40652304887771606,Funding,0.47911447286605835,Funding,0.4832194447517395,Funding,0.446013867855072,Funding,0.5055890679359436,funds,0.40652304887771606,funds,0.4065999388694763
1075,create,greenback,0.46536144614219666,greenback,0.5265881419181824,greenback,0.4538891911506653,greenback,0.500900387763977,greenback,0.5295891761779785,greenback,0.46536144614219666,greenback,0.46677058935165405
1076,created,plants,0.4859764575958252,plants,0.5919933319091797,plants,0.5412247180938721,plants,0.5400460958480835,plants,0.5914020538330078,plants,0.4859764575958252,plants,0.5106759071350098
1077,creating,mobile_phones,0.4656432867050171,mobile_phones,0.503280520439148,mobile_phones,0.4647771120071411,mobile_phones,0.46763017773628235,mobile_phones,0.5289996266365051,mobile_phones,0.4656432867050171,mobile_phones,0.4632282853126526
1078,credit,TV,0.5290628671646118,TV,0.6219069957733154,TV,0.5617197751998901,TV,0.5562080144882202,TV,0.6708040237426758,TV,0.5290628671646118,TV,0.5095047950744629
1079,crew,regulations,0.4429437220096588,guidelines,0.5402894616127014,regulations,0.4857032299041748,regulations,0.4888988137245178,regulations,0.5753533840179443,regulations,0.4429437220096588,regulations,0.4348733425140381
1080,crime,whom,0.4574594795703888,Rights,0.4129939675331116,Rights,0.37864214181900024,subsequently,0.3967169225215912,Rights,0.5043198466300964,whom,0.4574594795703888,who,0.41674208641052246
1081,crimes,reviewed,0.38936567306518555,reviewing,0.49774497747421265,reviewing,0.45033904910087585,reviewing,0.42441070079803467,reviewing,0.5536609888076782,reviewed,0.38936567306518555,reviewed,0.4005231261253357
1082,criminal,whom,0.4998840391635895,so,0.5006635189056396,fairly,0.45855993032455444,though,0.48265349864959717,exactly,0.5679433345794678,whom,0.4998840391635895,who,0.4663883149623871
1083,crisis,whom,0.44161713123321533,regularly,0.40915605425834656,regularly,0.4484536051750183,regularly,0.46056240797042847,weekly,0.426200807094574,whom,0.44161713123321533,who,0.4498332142829895
1084,critical,Dr,0.4948873519897461,Dr,0.5658854842185974,Dr,0.4554768204689026,Dr,0.47082287073135376,Dr,0.556980550289154,Dr,0.4948873519897461,Drs,0.5010048151016235
1085,criticism,serving,0.5219238996505737,serving,0.5427471399307251,serving,0.5085246562957764,serving,0.47748976945877075,serving,0.5704571008682251,serving,0.5219238996505737,serving,0.5033396482467651
1086,cross,stayed,0.4036548137664795,keep,0.4907601475715637,in,0.47003746032714844,after,0.5157920718193054,keep,0.5527050495147705,stayed,0.4036548137664795,stayed,0.4063428044319153
1087,crowd,Casanova_Pendrill,0.42370912432670593,Marketing,0.5137974619865417,Marketing,0.44017505645751953,promotional,0.41729655861854553,Marketing,0.5190846920013428,Casanova_Pendrill,0.42370912432670593,Casanova_Pendrill,0.4206656813621521
1088,crucial,Created,0.43642398715019226,create,0.4483632445335388,create,0.4465000033378601,subsequently,0.42401283979415894,create,0.4908084273338318,Created,0.43642398715019226,Created,0.425098717212677
1089,culture,congestive_heart_failure,0.42053574323654175,cardiac,0.42571815848350525,in,0.41660940647125244,suddenly,0.41228798031806946,cardiac,0.4375770092010498,congestive_heart_failure,0.42053574323654175,who,0.4387085735797882
1090,currency,whom,0.45431968569755554,writes,0.44903266429901123,in,0.4001960754394531,subsequently,0.43322545289993286,writes,0.5041776895523071,whom,0.45431968569755554,penned,0.3880982995033264
1091,current,jail,0.5572422742843628,jail,0.6189833283424377,jail,0.5693231821060181,jail,0.5584979057312012,jail,0.6380314230918884,jail,0.5572422742843628,imprisoned,0.5405200719833374
1092,currently,Instead,0.4986569583415985,Instead,0.4974339008331299,elsewhere,0.4995328187942505,before,0.5392080545425415,Instead,0.5616294741630554,Instead,0.4986569583415985,Instead,0.5180788040161133
1093,custody,fears,0.4490990936756134,con_cerns,0.5095728039741516,Concerns,0.4537314772605896,fears,0.4834076464176178,con_cerns,0.515177845954895,fears,0.4490990936756134,con_cerns,0.41538017988204956
1094,customer,offered,0.43179574608802795,offer,0.5302112698554993,providing,0.4442921578884125,offer,0.44228190183639526,offer,0.5299926996231079,offered,0.43179574608802795,offered,0.4401455819606781
